geo_id,state,state_name,acs_variable,estimate,margin_of_error,label,concept,estimate_type,coverage_type,age_group,labor_force,employed
06,CA,California,DP03_0116,2740407,14373,Estimate!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!Civilian noninstitutionalized population 19 to 64 years!!Not in labor force!!With health insurance coverage!!With private health insurance,Selected Economic Characteristics,population_estimate,With private health insurance, 19 to 64 years,Not in labor force,NA
06,CA,California,DP03_0116P,49.7,0.3,Percent Estimate!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!Civilian noninstitutionalized population 19 to 64 years!!Not in labor force!!With health insurance coverage!!With private health insurance,Selected Economic Characteristics,percent_estimate,With private health insurance, 19 to 64 years,Not in labor force,NA
06,CA,California,DP03_0117,2329747,16730,Estimate!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!Civilian noninstitutionalized population 19 to 64 years!!Not in labor force!!With health insurance coverage!!With public coverage,Selected Economic Characteristics,population_estimate,With public coverage, 19 to 64 years,Not in labor force,NA
06,CA,California,DP03_0117P,42.3,0.2,Percent Estimate!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!Civilian noninstitutionalized population 19 to 64 years!!Not in labor force!!With health insurance coverage!!With public coverage,Selected Economic Characteristics,percent_estimate,With public coverage, 19 to 64 years,Not in labor force,NA
06,CA,California,DP03_0118,724567,8031,Estimate!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!Civilian noninstitutionalized population 19 to 64 years!!Not in labor force!!No health insurance coverage,Selected Economic Characteristics,population_estimate,No health insurance coverage, 19 to 64 years,Not in labor force,NA
06,CA,California,DP03_0118P,13.1,0.1,Percent Estimate!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!Civilian noninstitutionalized population 19 to 64 years!!Not in labor force!!No health insurance coverage,Selected Economic Characteristics,percent_estimate,No health insurance coverage, 19 to 64 years,Not in labor force,NA
08,CO,Colorado,DP03_0096,4997417,7562,Estimate!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!With health insurance coverage,Selected Economic Characteristics,population_estimate,With health insurance coverage,overall,NA,NA
08,CO,Colorado,DP03_0096P,91.9,0.1,Percent Estimate!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!With health insurance coverage,Selected Economic Characteristics,percent_estimate,With health insurance coverage,overall,NA,NA
08,CO,Colorado,DP03_0097,3834101,14106,Estimate!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!With health insurance coverage!!With private health insurance,Selected Economic Characteristics,population_estimate,With private health insurance,overall,NA,NA
08,CO,Colorado,DP03_0097P,70.5,0.3,Percent Estimate!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!With health insurance coverage!!With private health insurance,Selected Economic Characteristics,percent_estimate,With private health insurance,overall,NA,NA
08,CO,Colorado,DP03_0098,1739826,10632,Estimate!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!With health insurance coverage!!With public coverage,Selected Economic Characteristics,population_estimate,With public coverage,overall,NA,NA
08,CO,Colorado,DP03_0098P,32,0.2,Percent Estimate!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!With health insurance coverage!!With public coverage,Selected Economic Characteristics,percent_estimate,With public coverage,overall,NA,NA
08,CO,Colorado,DP03_0099,441850,7829,Estimate!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!No health insurance coverage,Selected Economic Characteristics,population_estimate,No health insurance coverage,overall,NA,NA
08,CO,Colorado,DP03_0099P,8.1,0.1,Percent Estimate!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!No health insurance coverage,Selected Economic Characteristics,percent_estimate,No health insurance coverage,overall,NA,NA
08,CO,Colorado,DP03_0101,61939,2605,Estimate!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!Civilian noninstitutionalized population under 19 years!!No health insurance coverage,Selected Economic Characteristics,population_estimate,No health insurance coverage, under 19 years,NA,NA
08,CO,Colorado,DP03_0101P,4.7,0.2,Percent Estimate!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!Civilian noninstitutionalized population under 19 years!!No health insurance coverage,Selected Economic Characteristics,percent_estimate,No health insurance coverage, under 19 years,NA,NA
08,CO,Colorado,DP03_0105,2351637,8017,Estimate!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!Civilian noninstitutionalized population 19 to 64 years!!In labor force!!Employed!!With health insurance coverage,Selected Economic Characteristics,population_estimate,With health insurance coverage, 19 to 64 years,In labor force,Employed
08,CO,Colorado,DP03_0105P,89.6,0.2,Percent Estimate!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!Civilian noninstitutionalized population 19 to 64 years!!In labor force!!Employed!!With health insurance coverage,Selected Economic Characteristics,percent_estimate,With health insurance coverage, 19 to 64 years,In labor force,Employed
08,CO,Colorado,DP03_0106,2125693,9468,Estimate!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!Civilian noninstitutionalized population 19 to 64 years!!In labor force!!Employed!!With health insurance coverage!!With private health insurance,Selected Economic Characteristics,population_estimate,With private health insurance, 19 to 64 years,In labor force,Employed
08,CO,Colorado,DP03_0106P,81,0.3,Percent Estimate!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!Civilian noninstitutionalized population 19 to 64 years!!In labor force!!Employed!!With health insurance coverage!!With private health insurance,Selected Economic Characteristics,percent_estimate,With private health insurance, 19 to 64 years,In labor force,Employed
08,CO,Colorado,DP03_0107,296686,4564,Estimate!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!Civilian noninstitutionalized population 19 to 64 years!!In labor force!!Employed!!With health insurance coverage!!With public coverage,Selected Economic Characteristics,population_estimate,With public coverage, 19 to 64 years,In labor force,Employed
08,CO,Colorado,DP03_0107P,11.3,0.2,Percent Estimate!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!Civilian noninstitutionalized population 19 to 64 years!!In labor force!!Employed!!With health insurance coverage!!With public coverage,Selected Economic Characteristics,percent_estimate,With public coverage, 19 to 64 years,In labor force,Employed
08,CO,Colorado,DP03_0108,273428,5756,Estimate!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!Civilian noninstitutionalized population 19 to 64 years!!In labor force!!Employed!!No health insurance coverage,Selected Economic Characteristics,population_estimate,No health insurance coverage, 19 to 64 years,In labor force,Employed
08,CO,Colorado,DP03_0108P,10.4,0.2,Percent Estimate!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!Civilian noninstitutionalized population 19 to 64 years!!In labor force!!Employed!!No health insurance coverage,Selected Economic Characteristics,percent_estimate,No health insurance coverage, 19 to 64 years,In labor force,Employed
08,CO,Colorado,DP03_0110,94515,2305,Estimate!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!Civilian noninstitutionalized population 19 to 64 years!!In labor force!!Unemployed!!With health insurance coverage,Selected Economic Characteristics,population_estimate,With health insurance coverage, 19 to 64 years,In labor force,Unemployed
08,CO,Colorado,DP03_0110P,78.3,0.9,Percent Estimate!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!Civilian noninstitutionalized population 19 to 64 years!!In labor force!!Unemployed!!With health insurance coverage,Selected Economic Characteristics,percent_estimate,With health insurance coverage, 19 to 64 years,In labor force,Unemployed
08,CO,Colorado,DP03_0111,53367,1857,Estimate!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!Civilian noninstitutionalized population 19 to 64 years!!In labor force!!Unemployed!!With health insurance coverage!!With private health insurance,Selected Economic Characteristics,population_estimate,With private health insurance, 19 to 64 years,In labor force,Unemployed
08,CO,Colorado,DP03_0111P,44.2,1.2,Percent Estimate!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!Civilian noninstitutionalized population 19 to 64 years!!In labor force!!Unemployed!!With health insurance coverage!!With private health insurance,Selected Economic Characteristics,percent_estimate,With private health insurance, 19 to 64 years,In labor force,Unemployed
08,CO,Colorado,DP03_0112,45362,1840,Estimate!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!Civilian noninstitutionalized population 19 to 64 years!!In labor force!!Unemployed!!With health insurance coverage!!With public coverage,Selected Economic Characteristics,population_estimate,With public coverage, 19 to 64 years,In labor force,Unemployed
08,CO,Colorado,DP03_0112P,37.6,1.3,Percent Estimate!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!Civilian noninstitutionalized population 19 to 64 years!!In labor force!!Unemployed!!With health insurance coverage!!With public coverage,Selected Economic Characteristics,percent_estimate,With public coverage, 19 to 64 years,In labor force,Unemployed
08,CO,Colorado,DP03_0113,26167,1126,Estimate!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!Civilian noninstitutionalized population 19 to 64 years!!In labor force!!Unemployed!!No health insurance coverage,Selected Economic Characteristics,population_estimate,No health insurance coverage, 19 to 64 years,In labor force,Unemployed
08,CO,Colorado,DP03_0113P,21.7,0.9,Percent Estimate!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!Civilian noninstitutionalized population 19 to 64 years!!In labor force!!Unemployed!!No health insurance coverage,Selected Economic Characteristics,percent_estimate,No health insurance coverage, 19 to 64 years,In labor force,Unemployed
08,CO,Colorado,DP03_0115,562112,4540,Estimate!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!Civilian noninstitutionalized population 19 to 64 years!!Not in labor force!!With health insurance coverage,Selected Economic Characteristics,population_estimate,With health insurance coverage, 19 to 64 years,Not in labor force,NA
08,CO,Colorado,DP03_0115P,88.3,0.3,Percent Estimate!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!Civilian noninstitutionalized population 19 to 64 years!!Not in labor force!!With health insurance coverage,Selected Economic Characteristics,percent_estimate,With health insurance coverage, 19 to 64 years,Not in labor force,NA
08,CO,Colorado,DP03_0116,365417,3737,Estimate!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!Civilian noninstitutionalized population 19 to 64 years!!Not in labor force!!With health insurance coverage!!With private health insurance,Selected Economic Characteristics,population_estimate,With private health insurance, 19 to 64 years,Not in labor force,NA
08,CO,Colorado,DP03_0116P,57.4,0.5,Percent Estimate!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!Civilian noninstitutionalized population 19 to 64 years!!Not in labor force!!With health insurance coverage!!With private health insurance,Selected Economic Characteristics,percent_estimate,With private health insurance, 19 to 64 years,Not in labor force,NA
08,CO,Colorado,DP03_0117,238999,3492,Estimate!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!Civilian noninstitutionalized population 19 to 64 years!!Not in labor force!!With health insurance coverage!!With public coverage,Selected Economic Characteristics,population_estimate,With public coverage, 19 to 64 years,Not in labor force,NA
08,CO,Colorado,DP03_0117P,37.5,0.4,Percent Estimate!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!Civilian noninstitutionalized population 19 to 64 years!!Not in labor force!!With health insurance coverage!!With public coverage,Selected Economic Characteristics,percent_estimate,With public coverage, 19 to 64 years,Not in labor force,NA
08,CO,Colorado,DP03_0118,74605,2014,Estimate!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!Civilian noninstitutionalized population 19 to 64 years!!Not in labor force!!No health insurance coverage,Selected Economic Characteristics,population_estimate,No health insurance coverage, 19 to 64 years,Not in labor force,NA
08,CO,Colorado,DP03_0118P,11.7,0.3,Percent Estimate!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!Civilian noninstitutionalized population 19 to 64 years!!Not in labor force!!No health insurance coverage,Selected Economic Characteristics,percent_estimate,No health insurance coverage, 19 to 64 years,Not in labor force,NA
09,CT,Connecticut,DP03_0096,3333279,4703,Estimate!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!With health insurance coverage,Selected Economic Characteristics,population_estimate,With health insurance coverage,overall,NA,NA
09,CT,Connecticut,DP03_0096P,94.4,0.1,Percent Estimate!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!With health insurance coverage,Selected Economic Characteristics,percent_estimate,With health insurance coverage,overall,NA,NA
09,CT,Connecticut,DP03_0097,2536358,9839,Estimate!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!With health insurance coverage!!With private health insurance,Selected Economic Characteristics,population_estimate,With private health insurance,overall,NA,NA
09,CT,Connecticut,DP03_0097P,71.8,0.3,Percent Estimate!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!With health insurance coverage!!With private health insurance,Selected Economic Characteristics,percent_estimate,With private health insurance,overall,NA,NA
09,CT,Connecticut,DP03_0098,1214576,7623,Estimate!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!With health insurance coverage!!With public coverage,Selected Economic Characteristics,population_estimate,With public coverage,overall,NA,NA
09,CT,Connecticut,DP03_0098P,34.4,0.2,Percent Estimate!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!With health insurance coverage!!With public coverage,Selected Economic Characteristics,percent_estimate,With public coverage,overall,NA,NA
09,CT,Connecticut,DP03_0099,196809,4702,Estimate!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!No health insurance coverage,Selected Economic Characteristics,population_estimate,No health insurance coverage,overall,NA,NA
09,CT,Connecticut,DP03_0099P,5.6,0.1,Percent Estimate!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!No health insurance coverage,Selected Economic Characteristics,percent_estimate,No health insurance coverage,overall,NA,NA
09,CT,Connecticut,DP03_0101,25461,1671,Estimate!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!Civilian noninstitutionalized population under 19 years!!No health insurance coverage,Selected Economic Characteristics,population_estimate,No health insurance coverage, under 19 years,NA,NA
09,CT,Connecticut,DP03_0101P,3.2,0.2,Percent Estimate!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!Civilian noninstitutionalized population under 19 years!!No health insurance coverage,Selected Economic Characteristics,percent_estimate,No health insurance coverage, under 19 years,NA,NA
09,CT,Connecticut,DP03_0105,1533230,5734,Estimate!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!Civilian noninstitutionalized population 19 to 64 years!!In labor force!!Employed!!With health insurance coverage,Selected Economic Characteristics,population_estimate,With health insurance coverage, 19 to 64 years,In labor force,Employed
09,CT,Connecticut,DP03_0105P,93,0.2,Percent Estimate!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!Civilian noninstitutionalized population 19 to 64 years!!In labor force!!Employed!!With health insurance coverage,Selected Economic Characteristics,percent_estimate,With health insurance coverage, 19 to 64 years,In labor force,Employed
09,CT,Connecticut,DP03_0106,1372294,6642,Estimate!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!Civilian noninstitutionalized population 19 to 64 years!!In labor force!!Employed!!With health insurance coverage!!With private health insurance,Selected Economic Characteristics,population_estimate,With private health insurance, 19 to 64 years,In labor force,Employed
09,CT,Connecticut,DP03_0106P,83.2,0.3,Percent Estimate!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!Civilian noninstitutionalized population 19 to 64 years!!In labor force!!Employed!!With health insurance coverage!!With private health insurance,Selected Economic Characteristics,percent_estimate,With private health insurance, 19 to 64 years,In labor force,Employed
09,CT,Connecticut,DP03_0107,193914,3593,Estimate!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!Civilian noninstitutionalized population 19 to 64 years!!In labor force!!Employed!!With health insurance coverage!!With public coverage,Selected Economic Characteristics,population_estimate,With public coverage, 19 to 64 years,In labor force,Employed
09,CT,Connecticut,DP03_0107P,11.8,0.2,Percent Estimate!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!Civilian noninstitutionalized population 19 to 64 years!!In labor force!!Employed!!With health insurance coverage!!With public coverage,Selected Economic Characteristics,percent_estimate,With public coverage, 19 to 64 years,In labor force,Employed
09,CT,Connecticut,DP03_0108,116167,3042,Estimate!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!Civilian noninstitutionalized population 19 to 64 years!!In labor force!!Employed!!No health insurance coverage,Selected Economic Characteristics,population_estimate,No health insurance coverage, 19 to 64 years,In labor force,Employed
09,CT,Connecticut,DP03_0108P,7,0.2,Percent Estimate!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!Civilian noninstitutionalized population 19 to 64 years!!In labor force!!Employed!!No health insurance coverage,Selected Economic Characteristics,percent_estimate,No health insurance coverage, 19 to 64 years,In labor force,Employed
09,CT,Connecticut,DP03_0110,90360,2114,Estimate!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!Civilian noninstitutionalized population 19 to 64 years!!In labor force!!Unemployed!!With health insurance coverage,Selected Economic Characteristics,population_estimate,With health insurance coverage, 19 to 64 years,In labor force,Unemployed
09,CT,Connecticut,DP03_0110P,84,1,Percent Estimate!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!Civilian noninstitutionalized population 19 to 64 years!!In labor force!!Unemployed!!With health insurance coverage,Selected Economic Characteristics,percent_estimate,With health insurance coverage, 19 to 64 years,In labor force,Unemployed
09,CT,Connecticut,DP03_0111,45338,1325,Estimate!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!Civilian noninstitutionalized population 19 to 64 years!!In labor force!!Unemployed!!With health insurance coverage!!With private health insurance,Selected Economic Characteristics,population_estimate,With private health insurance, 19 to 64 years,In labor force,Unemployed
09,CT,Connecticut,DP03_0111P,42.2,1.1,Percent Estimate!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!Civilian noninstitutionalized population 19 to 64 years!!In labor force!!Unemployed!!With health insurance coverage!!With private health insurance,Selected Economic Characteristics,percent_estimate,With private health insurance, 19 to 64 years,In labor force,Unemployed
09,CT,Connecticut,DP03_0112,47813,1712,Estimate!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!Civilian noninstitutionalized population 19 to 64 years!!In labor force!!Unemployed!!With health insurance coverage!!With public coverage,Selected Economic Characteristics,population_estimate,With public coverage, 19 to 64 years,In labor force,Unemployed
09,CT,Connecticut,DP03_0112P,44.5,1.2,Percent Estimate!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!Civilian noninstitutionalized population 19 to 64 years!!In labor force!!Unemployed!!With health insurance coverage!!With public coverage,Selected Economic Characteristics,percent_estimate,With public coverage, 19 to 64 years,In labor force,Unemployed
09,CT,Connecticut,DP03_0113,17154,1098,Estimate!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!Civilian noninstitutionalized population 19 to 64 years!!In labor force!!Unemployed!!No health insurance coverage,Selected Economic Characteristics,population_estimate,No health insurance coverage, 19 to 64 years,In labor force,Unemployed
09,CT,Connecticut,DP03_0113P,16,1,Percent Estimate!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!Civilian noninstitutionalized population 19 to 64 years!!In labor force!!Unemployed!!No health insurance coverage,Selected Economic Characteristics,percent_estimate,No health insurance coverage, 19 to 64 years,In labor force,Unemployed
09,CT,Connecticut,DP03_0115,367110,3989,Estimate!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!Civilian noninstitutionalized population 19 to 64 years!!Not in labor force!!With health insurance coverage,Selected Economic Characteristics,population_estimate,With health insurance coverage, 19 to 64 years,Not in labor force,NA
09,CT,Connecticut,DP03_0115P,91.5,0.4,Percent Estimate!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!Civilian noninstitutionalized population 19 to 64 years!!Not in labor force!!With health insurance coverage,Selected Economic Characteristics,percent_estimate,With health insurance coverage, 19 to 64 years,Not in labor force,NA
09,CT,Connecticut,DP03_0116,228602,2746,Estimate!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!Civilian noninstitutionalized population 19 to 64 years!!Not in labor force!!With health insurance coverage!!With private health insurance,Selected Economic Characteristics,population_estimate,With private health insurance, 19 to 64 years,Not in labor force,NA
09,CT,Connecticut,DP03_0116P,57,0.6,Percent Estimate!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!Civilian noninstitutionalized population 19 to 64 years!!Not in labor force!!With health insurance coverage!!With private health insurance,Selected Economic Characteristics,percent_estimate,With private health insurance, 19 to 64 years,Not in labor force,NA
09,CT,Connecticut,DP03_0117,159508,3095,Estimate!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!Civilian noninstitutionalized population 19 to 64 years!!Not in labor force!!With health insurance coverage!!With public coverage,Selected Economic Characteristics,population_estimate,With public coverage, 19 to 64 years,Not in labor force,NA
09,CT,Connecticut,DP03_0117P,39.7,0.5,Percent Estimate!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!Civilian noninstitutionalized population 19 to 64 years!!Not in labor force!!With health insurance coverage!!With public coverage,Selected Economic Characteristics,percent_estimate,With public coverage, 19 to 64 years,Not in labor force,NA
09,CT,Connecticut,DP03_0118,34275,1559,Estimate!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!Civilian noninstitutionalized population 19 to 64 years!!Not in labor force!!No health insurance coverage,Selected Economic Characteristics,population_estimate,No health insurance coverage, 19 to 64 years,Not in labor force,NA
09,CT,Connecticut,DP03_0118P,8.5,0.4,Percent Estimate!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!Civilian noninstitutionalized population 19 to 64 years!!Not in labor force!!No health insurance coverage,Selected Economic Characteristics,percent_estimate,No health insurance coverage, 19 to 64 years,Not in labor force,NA
10,DE,Delaware,DP03_0096,878252,2056,Estimate!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!With health insurance coverage,Selected Economic Characteristics,population_estimate,With health insurance coverage,overall,NA,NA
10,DE,Delaware,DP03_0096P,94,0.2,Percent Estimate!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!With health insurance coverage,Selected Economic Characteristics,percent_estimate,With health insurance coverage,overall,NA,NA
10,DE,Delaware,DP03_0097,674095,4893,Estimate!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!With health insurance coverage!!With private health insurance,Selected Economic Characteristics,population_estimate,With private health insurance,overall,NA,NA
10,DE,Delaware,DP03_0097P,72.1,0.5,Percent Estimate!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!With health insurance coverage!!With private health insurance,Selected Economic Characteristics,percent_estimate,With private health insurance,overall,NA,NA
10,DE,Delaware,DP03_0098,347151,4462,Estimate!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!With health insurance coverage!!With public coverage,Selected Economic Characteristics,population_estimate,With public coverage,overall,NA,NA
10,DE,Delaware,DP03_0098P,37.1,0.5,Percent Estimate!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!With health insurance coverage!!With public coverage,Selected Economic Characteristics,percent_estimate,With public coverage,overall,NA,NA
10,DE,Delaware,DP03_0099,56491,2083,Estimate!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!No health insurance coverage,Selected Economic Characteristics,population_estimate,No health insurance coverage,overall,NA,NA
10,DE,Delaware,DP03_0099P,6,0.2,Percent Estimate!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!No health insurance coverage,Selected Economic Characteristics,percent_estimate,No health insurance coverage,overall,NA,NA
10,DE,Delaware,DP03_0101,8597,898,Estimate!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!Civilian noninstitutionalized population under 19 years!!No health insurance coverage,Selected Economic Characteristics,population_estimate,No health insurance coverage, under 19 years,NA,NA
10,DE,Delaware,DP03_0101P,4,0.4,Percent Estimate!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!Civilian noninstitutionalized population under 19 years!!No health insurance coverage,Selected Economic Characteristics,percent_estimate,No health insurance coverage, under 19 years,NA,NA
10,DE,Delaware,DP03_0105,379800,2891,Estimate!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!Civilian noninstitutionalized population 19 to 64 years!!In labor force!!Employed!!With health insurance coverage,Selected Economic Characteristics,population_estimate,With health insurance coverage, 19 to 64 years,In labor force,Employed
10,DE,Delaware,DP03_0105P,92.3,0.4,Percent Estimate!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!Civilian noninstitutionalized population 19 to 64 years!!In labor force!!Employed!!With health insurance coverage,Selected Economic Characteristics,percent_estimate,With health insurance coverage, 19 to 64 years,In labor force,Employed
10,DE,Delaware,DP03_0106,343362,3139,Estimate!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!Civilian noninstitutionalized population 19 to 64 years!!In labor force!!Employed!!With health insurance coverage!!With private health insurance,Selected Economic Characteristics,population_estimate,With private health insurance, 19 to 64 years,In labor force,Employed
10,DE,Delaware,DP03_0106P,83.4,0.6,Percent Estimate!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!Civilian noninstitutionalized population 19 to 64 years!!In labor force!!Employed!!With health insurance coverage!!With private health insurance,Selected Economic Characteristics,percent_estimate,With private health insurance, 19 to 64 years,In labor force,Employed
10,DE,Delaware,DP03_0107,47481,1785,Estimate!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!Civilian noninstitutionalized population 19 to 64 years!!In labor force!!Employed!!With health insurance coverage!!With public coverage,Selected Economic Characteristics,population_estimate,With public coverage, 19 to 64 years,In labor force,Employed
10,DE,Delaware,DP03_0107P,11.5,0.4,Percent Estimate!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!Civilian noninstitutionalized population 19 to 64 years!!In labor force!!Employed!!With health insurance coverage!!With public coverage,Selected Economic Characteristics,percent_estimate,With public coverage, 19 to 64 years,In labor force,Employed
10,DE,Delaware,DP03_0108,31746,1493,Estimate!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!Civilian noninstitutionalized population 19 to 64 years!!In labor force!!Employed!!No health insurance coverage,Selected Economic Characteristics,population_estimate,No health insurance coverage, 19 to 64 years,In labor force,Employed
10,DE,Delaware,DP03_0108P,7.7,0.4,Percent Estimate!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!Civilian noninstitutionalized population 19 to 64 years!!In labor force!!Employed!!No health insurance coverage,Selected Economic Characteristics,percent_estimate,No health insurance coverage, 19 to 64 years,In labor force,Employed
10,DE,Delaware,DP03_0110,20725,938,Estimate!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!Civilian noninstitutionalized population 19 to 64 years!!In labor force!!Unemployed!!With health insurance coverage,Selected Economic Characteristics,population_estimate,With health insurance coverage, 19 to 64 years,In labor force,Unemployed
10,DE,Delaware,DP03_0110P,84.2,1.6,Percent Estimate!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!Civilian noninstitutionalized population 19 to 64 years!!In labor force!!Unemployed!!With health insurance coverage,Selected Economic Characteristics,percent_estimate,With health insurance coverage, 19 to 64 years,In labor force,Unemployed
10,DE,Delaware,DP03_0111,10368,740,Estimate!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!Civilian noninstitutionalized population 19 to 64 years!!In labor force!!Unemployed!!With health insurance coverage!!With private health insurance,Selected Economic Characteristics,population_estimate,With private health insurance, 19 to 64 years,In labor force,Unemployed
